Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est,Industry_is_null,cost_ratio,Inference_Cost_2026_had_negative,Agent_Labor_Equivalent_Cost_had_negative,cost_ratio_had_negative,is_cost_outlier
EDU-006,Education,26.0,51323.0,0.0,0.0,1.0,0.86,100,0.11,Med,2029,0,0.0,1,1,1,0
GOV-026,Government,54.0,143194.0,0.0615,0.0088,1.05,0.96,100,0.32,High,2032,0,0.0011388888888888,0,0,0,0
RET-030,Retail,26.0,35649.0,0.1093,0.0039,1.15,0.84,100,0.27,Low,2027,0,0.0042038461538461,0,0,0,0
TEL-050,Telecom,76.0,150179.0,0.1044,0.0157,0.92,0.5,100,0.31,Med,2029,0,0.0013736842105263,0,0,0,0
TEL-006,Telecom,50.0,102725.0,0.2104,0.0216,0.9,0.99,100,0.12,High,2029,0,0.004208,0,0,0,0
CON-040,Consulting,181.0,365608.0,0.3966,0.145,0.74,0.44,100,0.45,Low,2028,0,0.0021911602209944,0,0,0,0
FIN-033,Finance,93.0,159426.0,0.0887,0.0141,1.0,0.84,100,0.18,High,2029,0,0.0009537634408602,0,0,0,0
INS-021,Insurance,104.0,243425.0,0.6462,0.1573,1.04,0.54,88,0.5,Med,2028,0,0.0062134615384615,0,0,0,0
HLT-054,Healthcare,61.0,161281.0,0.5344,0.0862,0.64,0.92,84,0.11,High,2030,0,0.0087606557377049,0,0,0,0
CRE-006,Creative,95.0,468769.0,0.556,0.2606,0.73,0.55,36,0.45,Low,2028,0,0.0058526315789473,0,0,0,0
GOV-055,Government,57.0,142248.0,0.1667,0.0237,0.9,0.9,100,0.27,High,2031,0,0.0029245614035087,0,0,0,0
FIN-048,Finance,95.0,118218.0,0.6177,0.073,0.83,0.8,100,0.24,High,2030,0,0.0065021052631578,0,0,0,0
CON-001,Consulting,152.0,329689.0,0.1637,0.054,0.85,0.69,100,0.46,Med,2028,0,0.0010769736842105,0,0,0,0
ENR-041,Energy,96.0,189079.0,0.7478,0.1414,0.79,0.76,85,0.48,Med,2030,0,0.0077895833333333,0,0,0,0
RET-044,Retail,26.0,37011.0,0.059,0.0022,0.9,0.68,100,0.15,Low,2026,0,0.0022692307692307,0,0,0,0
MLO-042,MLOps,117.0,192366.0,0.7515,0.1446,0.93,0.51,100,0.4,Low,2027,0,0.0064230769230769,0,0,0,0
LOG-066,Logistics,64.0,109288.0,0.0773,0.0084,1.19,0.84,100,0.25,High,2031,0,0.0012078125,0,0,0,0
GOV-027,Government,56.0,146254.0,0.2803,0.041,1.02,0.68,100,0.29,Med,2028,0,0.0050053571428571,0,0,0,0
GOV-010,Government,39.0,68889.0,0.178,0.0123,0.83,1.0,100,0.12,High,2032,0,0.0045641025641025,0,0,0,0
INS-075,Insurance,42.0,63188.0,0.0658,0.0042,1.06,1.0,100,0.06,High,2031,0,0.0015666666666666,0,0,0,0
UNKNOWN,Insurance,108.0,193175.0,0.7384,0.1426,1.09,1.0,78,0.41,High,2033,0,0.006837037037037,0,0,0,0
RET-062,Retail,24.0,37957.0,0.0892,0.0034,0.88,0.63,100,0.31,Low,2028,0,0.0037166666666666,0,0,0,0
INS-028,Insurance,75.0,170298.0,0.6113,0.1041,0.81,0.77,87,0.24,Med,2030,0,0.0081506666666666,0,0,0,0
GOV-038,Government,99.0,266192.0,0.108,0.0287,0.82,0.56,100,0.45,Med,2029,0,0.001090909090909,0,0,0,0
INS-064,Insurance,107.0,205307.0,0.7653,0.1571,1.01,0.42,100,0.55,Low,2026,0,0.0071523364485981,0,0,0,0
ENR-027,Energy,50.0,85530.0,0.2617,0.0224,0.87,1.0,100,0.22,High,2032,0,0.005234,0,0,0,0
REL-034,Real Estate,64.0,102941.0,0.2005,0.0206,0.62,0.47,100,0.41,Low,2028,0,0.0031328125,0,0,0,0
GOV-017,Government,63.0,158567.0,0.3145,0.0499,0.72,1.0,100,0.33,High,2032,0,0.0049920634920634,0,0,0,0
LOG-070,Logistics,26.0,34718.0,0.0537,0.0019,1.07,0.72,100,0.24,Med,2029,0,0.0020653846153846,0,0,0,0
FIN-026,Finance,86.0,138959.0,0.3248,0.0451,0.95,0.96,100,0.15,High,2030,0,0.0037767441860465,0,0,0,0
UNKNOWN,Telecom,51.0,91816.0,0.6117,0.0562,0.78,0.69,100,0.22,Med,2029,0,0.0119941176470588,0,0,0,0
HLT-048,Healthcare,150.0,323447.0,0.502,0.1624,0.99,0.7,100,0.34,High,2031,0,0.0033466666666666,0,0,0,0
EDU-079,Education,60.0,118564.0,0.2181,0.0259,1.19,1.0,100,0.21,High,2030,0,0.0036349999999999,0,0,0,0
CRE-027,Creative,52.0,197623.0,0.3082,0.0609,0.78,0.81,100,0.21,Low,2028,0,0.005926923076923,0,0,0,0
TEL-074,Telecom,59.0,121392.0,0.2798,0.034,0.76,0.92,100,0.09,Med,2030,0,0.0047423728813559,0,0,0,0
GOV-020,Government,58.0,137710.0,0.259,0.0357,0.98,1.0,100,0.26,High,2033,0,0.0044655172413793,0,0,0,0
GOV-064,Government,58.0,139010.0,0.1013,0.0141,0.78,0.81,100,0.17,High,2031,0,0.0017465517241379,0,0,0,0
LEG-018,Legal,82.0,195125.0,0.227,0.0443,0.99,1.0,100,0.18,High,2030,0,0.0027682926829268,0,0,0,0
GOV-034,Government,54.0,130812.0,0.2694,0.0352,0.53,0.78,100,0.22,Med,2028,0,0.0049888888888888,0,0,0,0
LOG-051,Logistics,71.0,200004.0,0.2772,0.0554,0.95,0.74,100,0.46,Med,2029,0,0.0039042253521126,0,0,0,0
CRE-074,Creative,54.0,294789.0,0.5144,0.1516,0.59,0.72,32,0.33,Med,2030,0,0.0095259259259259,0,0,0,0
UNKNOWN,Government,73.0,128925.0,0.189,0.0244,0.87,0.91,100,0.13,High,2030,0,0.0025890410958904,0,0,0,0
CRE-044,Creative,86.0,359868.0,0.7746,0.2788,0.95,0.79,21,0.31,High,2029,0,0.009006976744186,0,0,0,0
RET-023,Retail,57.0,109661.0,0.6586,0.0722,0.93,0.67,97,0.43,High,2030,0,0.0115543859649122,0,0,0,0
CRE-049,Creative,44.0,174018.0,0.288,0.0501,0.79,0.61,100,0.18,Med,2028,0,0.0065454545454545,0,0,0,0
EDU-016,Education,34.0,84683.0,0.068,0.0058,1.28,0.94,100,0.1,High,2031,0,0.002,0,0,0,0
LEG-063,Legal,117.0,221489.0,0.6269,0.1389,0.65,0.83,97,0.26,Med,2028,0,0.0053581196581196,0,0,0,0
LOG-061,Logistics,41.0,49384.0,0.731,0.0361,0.88,0.7,100,0.18,Med,2027,0,0.0178292682926829,0,0,0,0
TEL-031,Telecom,43.0,78708.0,0.1065,0.0084,0.79,0.5,100,0.25,Low,2027,0,0.0024767441860465,0,0,0,0
EDU-065,Education,43.0,83548.0,0.2846,0.0238,0.72,0.69,100,0.31,Med,2029,0,0.0066186046511627,0,0,0,0
RET-038,Retail,30.0,49143.0,0.2146,0.0105,0.96,0.41,100,0.42,Low,2026,0,0.0071533333333333,0,0,0,0
RET-005,Retail,27.0,42547.0,0.1379,0.0059,0.85,0.73,100,0.27,Unknown,2027,0,0.0051074074074074,0,0,0,0
TEL-076,Telecom,104.0,225111.0,0.0335,0.0075,1.23,0.68,100,0.41,High,2030,0,0.0003221153846153,0,0,0,0
ENR-032,Energy,79.0,157137.0,0.4797,0.0754,1.02,0.54,100,0.27,Low,2028,0,0.0060721518987341,0,0,0,0
ENR-001,Energy,117.0,296462.0,0.1648,0.0489,1.0,0.54,100,0.48,Low,2027,0,0.001408547008547,0,0,0,0
REL-058,Real Estate,57.0,83841.0,0.1643,0.0138,0.98,0.97,100,0.15,Med,2029,0,0.0028824561403508,0,0,0,0
CRE-050,Creative,122.0,560319.0,0.6677,0.3741,0.81,0.9,23,0.43,High,2030,0,0.0054729508196721,0,0,0,0
MLO-044,MLOps,76.0,107521.0,0.4468,0.048,1.01,0.56,100,0.22,Low,2028,0,0.005878947368421,0,0,0,0
LEG-002,Legal,156.0,280382.0,0.261,0.0732,0.74,0.56,100,0.41,Med,2030,0,0.0016730769230769,0,0,0,0
CON-074,Consulting,126.0,132015.0,0.1226,0.0162,0.81,0.96,100,0.04,High,2032,0,0.0009730158730158,0,0,0,0
LEG-021,Legal,143.0,312220.0,0.3807,0.1189,0.91,0.46,100,0.54,Low,2027,0,0.0026622377622377,0,0,0,0
MFG-014,Manufacturing,26.0,41594.0,0.2515,0.0105,1.08,0.67,100,0.01,Med,2030,0,0.0096730769230769,0,0,0,0
RET-007,Retail,28.0,51591.0,0.1264,0.0065,1.08,1.0,100,0.19,High,2032,0,0.0045142857142857,0,0,0,0
MLO-045,MLOps,135.0,175617.0,0.2781,0.0488,0.81,0.41,100,0.33,Low,2026,0,0.00206,0,0,0,0
INS-061,Insurance,64.0,136741.0,0.2181,0.0298,1.09,1.0,100,0.21,High,2031,0,0.0034078125,0,0,0,0
GOV-062,Government,51.0,110504.0,0.0,0.0,0.95,0.84,100,0.19,High,2031,0,0.0,1,1,1,0
ENR-040,Energy,83.0,170435.0,0.4379,0.0746,0.87,0.71,100,0.38,Med,2027,0,0.0052759036144578,0,0,0,0
MLO-055,MLOps,101.0,151473.0,0.6856,0.1038,0.94,0.84,100,0.27,Med,2029,0,0.0067881188118811,0,0,0,0
RET-046,Retail,35.0,60747.0,0.094,0.0057,0.95,0.59,100,0.49,Low,2028,0,0.0026857142857142,0,0,0,0
GOV-046,Government,63.0,166698.0,0.2128,0.0355,0.93,0.75,100,0.43,Med,2028,0,0.0033777777777777,0,0,0,0
HLT-078,Healthcare,82.0,212310.0,0.0,0.0,0.95,1.0,100,0.21,High,2033,0,0.0,1,1,1,0
HLT-051,Healthcare,99.0,190716.0,0.6928,0.1321,1.1,0.97,85,0.26,High,2031,0,0.0069979797979797,0,0,0,0
ENR-047,Energy,102.0,198718.0,0.3767,0.0749,0.8,0.9,100,0.29,High,2032,0,0.0036931372549019,0,0,0,0
RET-021,Retail,20.0,31092.0,0.0762,0.0024,1.05,1.0,100,0.13,High,2030,0,0.00381,0,0,0,0
REL-022,Real Estate,78.0,108507.0,0.126,0.0137,1.13,0.48,100,0.43,Low,2027,0,0.0016153846153846,0,0,0,0
CRE-023,Creative,83.0,267756.0,0.0,0.0,0.77,0.63,100,0.38,Med,2027,0,0.0,1,1,1,0
CON-012,Consulting,11650.0,30934250.0,0.6575,0.2014,0.81,0.44,96,0.54,Low,2028,0,5.643776824034335e-05,0,0,0,1
UNKNOWN,Legal,168.0,266527.0,0.1504,0.0401,1.09,0.51,100,0.36,Med,2028,0,0.000895238095238,0,0,0,0
FIN-038,Finance,77.0,177307.0,0.0477,0.0085,1.02,1.0,100,0.23,High,2031,0,0.0006194805194805,0,0,0,0
CRE-011,Creative,60.0,258075.0,0.2502,0.0646,0.89,0.69,100,0.35,Low,2029,0,0.0041699999999999,0,0,0,0
RET-067,Retail,35.0,43234.0,0.0658,0.0028,0.77,0.58,100,0.41,Med,2029,0,0.00188,0,0,0,0
INS-004,Insurance,100.0,215618.0,0.1089,0.0235,0.92,0.72,100,0.55,Med,2030,0,0.001089,0,0,0,0
RET-033,Retail,43.0,94841.0,0.0744,0.0071,1.02,0.45,100,0.44,Low,2026,0,0.0017302325581395,0,0,0,0
GOV-054,Government,44.0,73806.0,0.1231,0.0091,0.9,0.58,100,0.2,Low,2027,0,0.0027977272727272,0,0,0,0
MFG-078,Manufacturing,24.0,38541.0,0.0888,0.0034,0.96,0.62,100,0.19,Low,2027,0,0.0037,0,0,0,0
REL-028,Real Estate,75.0,93193.0,0.5362,0.05,0.87,0.6,100,0.27,Low,2026,0,0.0071493333333333,0,0,0,0
MLO-030,MLOps,77.0,109714.0,0.1797,0.0197,0.95,0.83,100,0.13,Med,2027,0,0.0023337662337662,0,0,0,0
RET-048,Retail,23.0,26407.0,0.0969,0.0026,1.07,0.79,100,0.15,Low,2026,0,0.0042130434782608,0,0,0,0
TEL-070,Telecom,76.0,175341.0,0.2705,0.0474,0.89,0.51,100,0.48,Low,2027,0,0.0035592105263157,0,0,0,0
TEL-002,Telecom,45.0,102289.0,0.3433,0.0351,0.63,0.77,100,0.26,Low,2027,0,0.0076288888888888,0,0,0,0
FIN-015,Finance,105.0,218502.0,0.1904,0.0416,0.99,1.0,100,0.27,High,2033,0,0.0018133333333333,0,0,0,0
CON-024,Consulting,65.0,126405.0,0.3324,0.042,0.69,0.84,100,0.24,Med,2030,0,0.0051138461538461,0,0,0,0
LOG-045,Logistics,29.0,39765.0,0.1892,0.0075,1.1,0.79,100,0.22,Low,2028,0,0.0065241379310344,0,0,0,0
TEL-058,Telecom,56.0,124797.0,0.2949,0.0368,0.96,0.76,100,0.21,Med,2029,0,0.0052660714285714,0,0,0,0
EDU-052,Education,58.0,142714.0,0.2288,0.0327,0.69,0.85,100,0.32,High,2031,0,0.0039448275862068,0,0,0,0
MFG-040,Manufacturing,57.0,121135.0,0.1609,0.0195,0.73,0.65,100,0.39,Med,2029,0,0.0028228070175438,0,0,0,0
INS-063,Insurance,61.0,119513.0,0.165,0.0197,0.94,1.0,100,0.13,High,2033,0,0.0027049180327868,0,0,0,0
LEG-020,Legal,105.0,211954.0,0.1011,0.0214,0.96,0.72,100,0.29,Med,2028,0,0.0009628571428571,0,0,0,0
LEG-033,Legal,123.0,216086.0,0.1487,0.0321,1.0,1.0,100,0.31,High,2031,0,0.0012089430894308,0,0,0,0
FIN-005,Finance,100.0,187993.0,0.4529,0.0851,0.37,0.77,100,0.32,Med,2029,0,0.004529,0,0,0,0
FIN-042,Finance,122.0,215424.0,0.7809,0.1682,0.47,0.83,88,0.29,High,2032,0,0.0064008196721311,0,0,0,0
FIN-052,Finance,139.0,283839.0,0.5529,0.1569,1.09,0.93,100,0.43,High,2031,0,0.0039776978417266,0,0,0,0
FIN-004,Finance,73.0,165341.0,0.1999,0.0331,1.03,0.85,100,0.2,High,2032,0,0.0027383561643835,0,0,0,0
LEG-073,Legal,133.0,272389.0,0.5726,0.156,0.99,0.96,100,0.23,High,2032,0,0.0043052631578947,0,0,0,0
INS-070,Insurance,114.0,242083.0,0.2266,0.0549,0.96,0.95,100,0.49,High,2029,0,0.0019877192982456,0,0,0,0
LEG-067,Legal,175.0,384379.0,0.7783,0.2992,1.06,0.94,63,0.28,High,2031,0,0.0044474285714285,0,0,0,0
LEG-011,Legal,93.0,194657.0,0.5743,0.1118,0.75,0.78,99,0.18,Med,2028,0,0.0061752688172043,0,0,0,0
ENR-044,Energy,49.0,93565.0,0.347,0.0325,0.76,1.0,100,0.16,High,2031,0,0.0070816326530612,0,0,0,0
HLT-035,Healthcare,91.0,211736.0,0.6585,0.1394,0.77,0.88,82,0.1,High,2031,0,0.0072362637362637,0,0,0,0
TEL-014,Telecom,48.0,75944.0,0.188,0.0143,0.72,0.65,100,0.29,Low,2027,0,0.0039166666666666,0,0,0,0
GOV-015,Government,28.0,36021.0,0.2786,0.01,0.77,1.0,100,0.16,High,2031,0,0.00995,0,0,0,0
MFG-056,Manufacturing,56.0,96112.0,0.3457,0.0332,0.89,0.45,100,0.42,Low,2026,0,0.0061732142857142,0,0,0,0
LEG-025,Legal,98.0,188972.0,0.6414,0.1212,0.76,0.84,97,0.33,High,2031,0,0.0065448979591836,0,0,0,0
ENR-079,Energy,42.0,74354.0,0.3207,0.0238,0.85,1.0,100,0.09,High,2033,0,0.0076357142857142,0,0,0,0
MLO-015,MLOps,151.0,297150.0,0.4671,0.1388,0.79,0.8,100,0.38,Med,2029,0,0.0030933774834437,0,0,0,0
MFG-071,Manufacturing,43.0,106908.0,0.1071,0.0114,1.0,0.56,100,0.38,Low,2026,0,0.0024906976744186,0,0,0,0
REL-040,Real Estate,81.0,120059.0,0.1716,0.0206,1.12,0.52,100,0.22,Low,2026,0,0.0021185185185185,0,0,0,0
INS-035,Insurance,52.0,108735.0,0.2822,0.0307,0.91,0.96,100,0.13,Med,2029,0,0.005426923076923,0,0,0,0
UNKNOWN,Retail,28.0,50348.0,0.3185,0.016,0.7,0.77,100,0.18,Low,2028,0,0.011375,0,0,0,0
INS-008,Insurance,95.0,257277.0,0.1252,0.0322,1.13,0.76,100,0.24,Med,2030,0,0.0013178947368421,0,0,0,0
LOG-033,Logistics,69.0,109095.0,0.1033,0.0113,1.25,0.8,100,0.37,High,2032,0,0.0014971014492753,0,0,0,0
UNKNOWN,Education,48.0,153558.0,0.3326,0.0511,1.03,0.76,100,0.35,Med,2028,0,0.0069291666666666,0,0,0,0
LOG-063,Logistics,34.0,48800.0,0.244,0.0119,1.09,1.0,100,0.06,High,2030,0,0.0071764705882352,0,0,0,0
ENR-028,Energy,95.0,187405.0,0.0408,0.0076,0.94,0.67,100,0.45,Med,2029,0,0.0004294736842105,0,0,0,0
ENR-070,Energy,104.0,201196.0,0.0984,0.0198,1.14,0.73,100,0.35,High,2029,0,0.0009461538461538,0,0,0,0
HLT-032,Healthcare,122.0,329560.0,0.2863,0.0944,0.89,0.64,100,0.47,Med,2028,0,0.0023467213114754,0,0,0,0
MFG-019,Manufacturing,34.0,69299.0,0.0385,0.0027,1.03,0.82,100,0.12,Med,2029,0,0.0011323529411764,0,0,0,0
REL-071,Real Estate,86.0,126121.0,0.7948,0.1002,0.61,0.74,100,0.39,High,2030,0,0.0092418604651162,0,0,0,0
GOV-044,Government,63.0,106020.0,0.2897,0.0307,0.89,0.6,100,0.32,Med,2029,0,0.0045984126984126,0,0,0,0
MFG-054,Manufacturing,43.0,92558.0,0.1166,0.0108,0.9,0.59,100,0.45,Low,2029,0,0.0027116279069767,0,0,0,0
MLO-073,MLOps,129.0,213704.0,0.3224,0.0689,0.94,0.64,100,0.37,Med,2030,0,0.0024992248062015,0,0,0,0
UNKNOWN,Consulting,100.0,245189.0,0.1012,0.0248,0.81,1.0,100,0.17,Med,2031,0,0.0010119999999999,0,0,0,0
CON-054,Consulting,52.0,95684.0,0.5145,0.0492,0.9,0.64,100,0.15,Low,2028,0,0.0098942307692307,0,0,0,0
FIN-047,Finance,122.0,253037.0,0.3677,0.093,0.99,0.69,100,0.52,High,2031,0,0.0030139344262295,0,0,0,0
LOG-035,Logistics,88.0,207471.0,0.5217,0.1082,0.72,0.68,100,0.48,Med,2029,0,0.005928409090909,0,0,0,0
FIN-009,Finance,109.0,256791.0,0.3203,0.0823,0.8,0.51,100,0.39,Med,2027,0,0.0029385321100917,0,0,0,0
CON-078,Unknown,147.0,286844.0,0.3479,0.0998,0.82,0.48,100,0.46,Low,2026,0,0.0023666666666666,0,0,0,0
REL-029,Real Estate,97.0,132737.0,0.0361,0.0048,1.16,0.6,100,0.31,Low,2027,0,0.0003721649484536,0,0,0,0
LEG-010,Legal,149.0,371131.0,0.1718,0.0638,0.83,0.88,100,0.31,High,2031,0,0.0011530201342281,0,0,0,0
GOV-067,Government,58.0,170563.0,0.1253,0.0214,0.77,0.91,100,0.2,High,2029,0,0.0021603448275862,0,0,0,0
MLO-036,MLOps,92.0,132645.0,0.0756,0.01,0.98,0.6,100,0.3,Low,2027,0,0.0008217391304347,0,0,0,0
EDU-077,Education,53.0,150488.0,0.0803,0.0121,0.98,0.67,100,0.35,Med,2029,0,0.0015150943396226,0,0,0,0
MLO-048,MLOps,88.0,131242.0,0.1029,0.0135,0.89,0.74,100,0.31,Med,2030,0,0.0011693181818181,0,0,0,0
MFG-039,Manufacturing,35.0,65171.0,0.4403,0.0287,0.69,1.0,100,0.11,High,2031,0,0.01258,0,0,0,0
MFG-021,Manufacturing,59.0,88631.0,0.0856,0.0076,1.18,0.78,100,0.35,High,2032,0,0.0014508474576271,0,0,0,0
MLO-076,MLOps,96.0,119214.0,0.0,0.0,1.14,0.6,100,0.24,Low,2029,0,0.0,1,1,1,0
CON-042,Consulting,136.0,226064.0,0.2258,0.051,0.6,0.68,100,0.21,Med,2028,0,0.001660294117647,0,0,0,0
CRE-064,Creative,65.0,305398.0,0.202,0.0617,0.98,0.8,100,0.32,Med,2029,0,0.0031076923076923,0,0,0,0
CRE-040,Creative,74.0,397854.0,0.5418,0.2156,0.68,0.66,32,0.41,Low,2029,0,0.0073216216216216,0,0,0,0
INS-041,Insurance,49.0,82118.0,0.7508,0.0617,0.76,0.97,90,0.1,High,2031,0,0.0153224489795918,0,0,0,0
INS-007,Insurance,85.0,132682.0,0.5036,0.0668,0.67,0.74,100,0.27,Med,2027,0,0.0059247058823529,0,0,0,0
FIN-012,Finance,167.0,363332.0,0.7833,0.2846,0.76,0.49,68,0.6,Med,2028,0,0.0046904191616766,0,0,0,0
FIN-075,Finance,59.0,115289.0,0.5622,0.0648,0.83,0.98,100,0.19,Med,2027,0,0.009528813559322,0,0,0,0
HLT-033,Healthcare,158.0,375920.0,0.6102,0.2294,0.49,0.78,59,0.28,High,2032,0,0.0038620253164556,0,0,0,0
HLT-017,Healthcare,122.0,319969.0,0.3315,0.1061,0.59,1.0,100,0.36,High,2032,0,0.002717213114754,0,0,0,0
REL-075,Real Estate,105.0,110661.0,0.0,0.0,0.88,0.45,100,0.37,Low,2026,0,0.0,1,1,1,0
FIN-071,Finance,111.0,256207.0,0.294,0.0753,1.08,0.61,100,0.43,Med,2029,0,0.0026486486486486,0,0,0,0
ENR-043,Energy,141.0,393741.0,0.3062,0.1206,1.02,0.66,100,0.72,High,2029,0,0.0021716312056737,0,0,0,0
HLT-015,Healthcare,204.0,381917.0,0.3317,0.1267,1.0,0.85,100,0.38,High,2031,0,0.0016259803921568,0,0,0,0
GOV-065,Government,85.0,200292.0,0.3778,0.0757,1.04,0.73,100,0.34,High,2029,0,0.0044447058823529,0,0,0,0
TEL-025,Telecom,73.0,142001.0,0.1575,0.0224,0.71,0.39,100,0.5,Low,2028,0,0.0021575342465753,0,0,0,0
GOV-057,Government,57.0,92336.0,0.1831,0.0169,0.89,0.76,100,0.32,Low,2027,0,0.0032122807017543,0,0,0,0
LOG-034,Logistics,58.0,114818.0,0.2158,0.0248,0.83,0.58,100,0.4,Low,2026,0,0.0037206896551724,0,0,0,0
INS-029,Insurance,87.0,169074.0,0.0484,0.0082,1.24,0.67,100,0.32,Med,2028,0,0.0005563218390804,0,0,0,0
HLT-025,Healthcare,209.0,443648.0,0.5597,0.2483,0.9,0.81,97,0.46,High,2032,0,0.002677990430622,0,0,0,0
CON-051,Consulting,99.0,203654.0,0.1947,0.0397,1.1,0.93,100,0.26,Med,2029,0,0.0019666666666666,0,0,0,0
FIN-021,Finance,112.0,184978.0,0.3437,0.0636,1.06,0.74,100,0.28,High,2030,0,0.00306875,0,0,0,0
TEL-066,Telecom,46.0,100301.0,0.3374,0.0338,0.97,0.66,100,0.3,Low,2028,0,0.0073347826086956,0,0,0,0
REL-046,Real Estate,49.0,73538.0,0.2694,0.0198,1.01,0.59,100,0.22,Low,2027,0,0.0054979591836734,0,0,0,0
CON-079,Consulting,124.0,276952.0,0.4386,0.1215,0.97,0.51,100,0.55,Low,2028,0,0.0035370967741935,0,0,0,0
GOV-080,Government,77.0,158166.0,0.1155,0.0183,0.95,0.85,100,0.36,High,2030,0,0.0015,0,0,0,0
MFG-076,Manufacturing,58.0,122788.0,0.2353,0.0289,0.91,0.56,100,0.36,Med,2028,0,0.0040568965517241,0,0,0,0
HLT-019,Healthcare,66.0,163982.0,0.5031,0.0825,0.85,1.0,85,0.18,High,2031,0,0.0076227272727272,0,0,0,0
HLT-016,Healthcare,233.0,595511.0,0.3138,0.1869,0.94,0.91,100,0.4,High,2030,0,0.0013467811158798,0,0,0,0
LOG-068,Logistics,55.0,138914.0,0.2208,0.0307,1.23,0.66,100,0.46,Med,2028,0,0.0040145454545454,0,0,0,0
LEG-058,Legal,145.0,268301.0,0.2467,0.0662,0.91,0.96,100,0.21,High,2029,0,0.0017013793103448,0,0,0,0
MFG-079,Manufacturing,29.0,61049.0,0.3,0.0183,1.11,0.81,100,0.15,Med,2029,0,0.0103448275862068,0,0,0,0
LEG-072,Legal,133.0,215685.0,0.3408,0.0735,0.83,0.9,100,0.31,Unknown,2032,0,0.0025624060150375,0,0,0,0
MFG-046,Manufacturing,27.0,47620.0,0.0655,0.0031,1.11,0.56,100,0.27,Low,2027,0,0.0024259259259259,0,0,0,0
REL-003,Real Estate,53.0,76919.0,0.3467,0.0267,0.76,0.74,100,0.24,Med,2028,0,0.0065415094339622,0,0,0,0
LOG-010,Logistics,63.0,123604.0,0.0458,0.0057,0.9,0.53,100,0.57,Low,2027,0,0.0007269841269841,0,0,0,0
HLT-062,Healthcare,98.0,239821.0,0.7942,0.1905,0.68,0.9,35,0.29,High,2030,0,0.008104081632653,0,0,0,0
EDU-011,Education,78.0,200184.0,0.3417,0.0684,0.62,0.34,100,0.41,Low,2026,0,0.0043807692307692,0,0,0,0
FIN-072,Finance,80.0,125754.0,0.2773,0.0349,1.24,0.97,100,0.16,High,2029,0,0.0034662499999999,0,0,0,0
FIN-020,Finance,115.0,212807.0,0.5564,0.1184,0.64,0.57,100,0.34,Med,2029,0,0.0048382608695652,0,0,0,0
MLO-049,MLOps,107.0,132021.0,0.0,0.0,0.92,0.87,100,0.27,High,2031,0,0.0,1,1,1,0
EDU-067,Education,39.0,103322.0,0.1299,0.0134,1.11,0.71,100,0.25,Low,2026,0,0.0033307692307692,0,0,0,0
CON-036,Consulting,115.0,257112.0,0.1,0.0257,0.69,0.92,100,0.34,High,2030,0,0.0008695652173913,0,0,0,0
LOG-047,Logistics,44.0,75766.0,0.1539,0.0117,1.09,0.71,100,0.25,Low,2028,0,0.0034977272727272,0,0,0,0
CON-021,Consulting,123.0,126471.0,0.3134,0.0396,0.94,0.63,100,0.18,Low,2028,0,0.0025479674796747,0,0,0,0
FIN-037,Finance,91.0,182456.0,0.2903,0.053,0.95,0.48,100,0.35,Low,2028,0,0.0031901098901098,0,0,0,0
ENR-052,Energy,42.0,63899.0,0.7515,0.048,0.93,0.91,100,0.08,High,2031,0,0.0178928571428571,0,0,0,0
CRE-047,Creative,74.0,345072.0,0.1315,0.0454,1.07,1.0,100,0.23,High,2031,0,0.001777027027027,0,0,0,0
LEG-015,Legal,151.0,218927.0,0.5249,0.1149,0.84,0.58,100,0.45,Low,2027,0,0.0034761589403973,0,0,0,0
GOV-023,Government,58.0,79493.0,0.7132,0.0567,0.95,0.97,100,0.2,High,2030,0,0.0122965517241379,0,0,0,0
RET-024,Retail,41.0,52694.0,0.2412,0.0127,0.95,0.58,100,0.29,Med,2028,0,0.0058829268292682,0,0,0,0
TEL-060,Telecom,102.0,236795.0,0.2327,0.0551,0.67,0.56,100,0.54,Med,2029,0,0.0022813725490196,0,0,0,0
INS-031,Insurance,113.0,190062.0,0.1262,0.024,0.93,0.53,100,0.31,Low,2028,0,0.001116814159292,0,0,0,0
CON-035,Consulting,98.0,190973.0,0.1216,0.0232,1.16,0.95,100,0.19,High,2031,0,0.0012408163265306,0,0,0,0
MFG-058,Manufacturing,28.0,36157.0,0.037,0.0013,0.95,1.0,100,0.24,High,2033,0,0.0013214285714285,0,0,0,0
CON-045,Consulting,120.0,137196.0,0.1215,0.0167,1.09,0.9,100,0.18,High,2029,0,0.0010125,0,0,0,0
EDU-022,Education,43.0,86517.0,0.1474,0.0128,1.09,0.9,100,0.15,High,2031,0,0.0034279069767441,0,0,0,0
CON-002,Consulting,85.0,149205.0,0.2,0.0298,1.12,0.65,100,0.16,Low,2026,0,0.0023529411764705,0,0,0,0
RET-065,Retail,26.0,46059.0,0.0724,0.0033,1.26,0.66,100,0.19,Low,2028,0,0.0027846153846153,0,0,0,0
CRE-001,Creative,118.0,571641.0,0.1148,0.0656,0.95,0.52,100,0.43,Low,2027,0,0.0009728813559322,0,0,0,0
